,0,task
961,"Sony has had their ups and downs over the years (eh hem, PS4...), but at least they are unwilling to license their name to a total piece of junk.",198
962,"but still not a bad buy for simple, yet good headset.",198
963,"Overall, I'm satisfied with them for the price they were.",198
964,I would turn my music up and the music just sounded like it needed to be louder with the headphones and they werent.,198
965,Sony's website lists them as not circumaural[0].,198
966,The red light will go on for just a couple of minutes and then go off..,198
967,Read one review that made me think twice about this product where a customer said not for people with large head size however I am not the smallest guy and these phones fit me just fine.,198
968,I hate them because they're not that strong and sometimes it only plays in one ear.,198
969,"The first set I use with my computer in the office, the second I use with my tablet at home so I can watch Netflix while my wife is watching television.",198
970,"I had been searching for days upon days for a headphone, but being the penny pincher that I am I finally found these headphones.",198
971,I just got them today and they are not bad at all; good sound output and good looking.,198
972,"In terms of sound, I'd say that they are about the same quality.",198
973,I'm REALLY suprised by all the 1 and 2 star reviews.,198
974,"However, I don't like exercising with it.",198
975,Very dissapointing!,199
976,Got the headphones for my son as throw aways because he is very hard on headsets.,199
977,I'll have to try to look for another brand... not sure why they just decided to give?,199
978,I bought these in 2013.,199
979,Very comfortable too.,199
980,Read one review that made me think twice about this product where a customer said not for people with large head size however I am not the smallest guy and these phones fit me just fine.,199
981,Thank you Kinivo for headphones that don't require charging after a few hours.,199
982,When their parents tell me that their kids lost or broke their $200 dollar headphones I just smile.,199
983,"Still these are ten bucks, no way these can compete with more expensive headphones.",199
984,Great sound quality.,199
985,"Not too flexible, so wide heads may have difficulty.",199
986,I let them know what the problem was and they had it fixed w/i 3 days.,199
987,Sounds good for the modest price.,199
988,I haven't tried it in a noise area for phone conversations.,199
989,Went upstairs and into bedrooms and it worked clearly as it did standing next to it.,199
990,"When I watch shows on my computer, the sound is much more ""well rounded"" and accurate than when I play it through my computer speakers.",199
991,I will recommend it to anybody who like me has a constraint budget.,199
992,First time listening to it for a bit wasn't too impressed.,199
993,These headphones are very light and easy to transport.,199
994,With in the fist week I had them the right speaker blew for no reason and when I called to get the exchanged the customer service sucked so bad I hung up right in the middle of it,199
995,"The phones fold/flatten to a nice compact size, great for smaller bags.",199
996,Not the highest quality materials so they may be easy to break if your careless with them.long battery life.,199
997,I have apple head phones from 2 years ago and I kick the crap out of them and still no damage and no drop in performance.,199
998,"They also cancel other sound remarkable well, almost dangerously so if they were worn outside running!",199
999,"Honestly, I had never heard of Kinivo, but after trying them I found them to be comfortable AND capable of withstanding some sweat.",199
1000,I have always felt like they made a good product for value headphones.,200
1001,"It presses into the top of your head no matter how you adjust it, which makes watching movies or multiple episodes of a show with them extremely unpleasant.",200
1002,I wasn't disappointed.,200
1003,Took a few tries before I could turn off the item well.,200
1004,I fully recommend.,200
1005,I recommend these as a good-looking pair to wear in public.,200
